Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm009665	ENSG00000010438;ENSG00000129451;ENSG00000142515;ENSG00000167749;ENSG00000167757;ENSG00000172232;ENSG00000174562;ENSG00000185888;ENSG00000186474;ENSG00000196415;ENSG00000197561;ENSG00000204983;ENSG00000213022;ENSG00000274247;ENSG00000275896;ENSG00000277571;ENSG00000277804;ENSG00000278624;ENSG00000282049
Dapma7bEVm009666	ENSG00000087586;ENSG00000105146;ENSG00000178999
Dapma7bEVm009667	ENSG00000116459
Dapma7bEVm009668	
Dapma7bEVm009669	
Dapma7bEVm009670	
Dapma7bEVm009671	
Dapma7bEVm009672	ENSG00000080503;ENSG00000127616
Dapma7bEVm009673	ENSG00000047936;ENSG00000062524;ENSG00000171094
Dapma7bEVm009675	ENSG00000135763
Dapma7bEVm009676	ENSG00000070444
Dapma7bEVm009677	ENSG00000055955;ENSG00000055957;ENSG00000102313;ENSG00000123243;ENSG00000151655;ENSG00000162267
Dapma7bEVm009678	ENSG00000044115;ENSG00000066032;ENSG00000146006;ENSG00000162951;ENSG00000183230
Dapma7bEVm009679	
Dapma7bEVm009680	ENSG00000006576;ENSG00000116793
Dapma7bEVm009681	ENSG00000120708;ENSG00000133110
Dapma7bEVm009682	ENSG00000137055
Dapma7bEVm009683	ENSG00000132205;ENSG00000138080;ENSG00000138722;ENSG00000160963;ENSG00000173269;ENSG00000183798;ENSG00000186998
Dapma7bEVm009685	ENSG00000115216;ENSG00000185189
Dapma7bEVm009686	ENSG00000127022;ENSG00000153132;ENSG00000283777
Dapma7bEVm009687	
Dapma7bEVm009688	ENSG00000145476;ENSG00000186377
Dapma7bEVm009689	ENSG00000129991;ENSG00000130598;ENSG00000159173
Dapma7bEVm009690	ENSG00000135164
Dapma7bEVm009691	ENSG00000075886;ENSG00000123416;ENSG00000127824;ENSG00000152086;ENSG00000167552;ENSG00000167553;ENSG00000178462;ENSG00000183785;ENSG00000198033
Dapma7bEVm009692	
Dapma7bEVm009693	
Dapma7bEVm009694	ENSG00000152380;ENSG00000162391
Dapma7bEVm009695	ENSG00000005001;ENSG00000172382;ENSG00000185873;ENSG00000282937
Dapma7bEVm009696	
Dapma7bEVm009697	
Dapma7bEVm009698	
Dapma7bEVm009699	
Dapma7bEVm009700	
Dapma7bEVm009701	ENSG00000089154
Dapma7bEVm009702	ENSG00000092148;ENSG00000153827
Dapma7bEVm009703	ENSG00000069020;ENSG00000086015;ENSG00000099308;ENSG00000105613
Dapma7bEVm009704	ENSG00000153922;ENSG00000173575
Dapma7bEVm009705	ENSG00000077097;ENSG00000131747
Dapma7bEVm009706	
Dapma7bEVm009707	
Dapma7bEVm009708	
Dapma7bEVm009709	ENSG00000064651;ENSG00000070915;ENSG00000074803
Dapma7bEVm009710	ENSG00000064651;ENSG00000070915;ENSG00000074803
Dapma7bEVm009711	ENSG00000064886;ENSG00000085465;ENSG00000133048;ENSG00000133063;ENSG00000134216
Dapma7bEVm009712	ENSG00000013573;ENSG00000104884;ENSG00000136492;ENSG00000258366
Dapma7bEVm009713	
Dapma7bEVm009714	ENSG00000072657;ENSG00000138792;ENSG00000141279;ENSG00000166825;ENSG00000172901
Dapma7bEVm009715	ENSG00000105767;ENSG00000162706;ENSG00000175161;ENSG00000182985
Dapma7bEVm009716	
Dapma7bEVm009717	ENSG00000176102;ENSG00000185246
Dapma7bEVm009718	ENSG00000014216;ENSG00000077274;ENSG00000092529;ENSG00000135773;ENSG00000137225;ENSG00000142330;ENSG00000149260;ENSG00000162909;ENSG00000162949;ENSG00000182472;ENSG00000203697;ENSG00000214711;ENSG00000285078
Dapma7bEVm009719	ENSG00000088836
Dapma7bEVm009720	ENSG00000125733;ENSG00000137942;ENSG00000187239
Dapma7bEVm009721	ENSG00000012171;ENSG00000075213;ENSG00000153993
Dapma7bEVm009722	ENSG00000132530;ENSG00000135148
Dapma7bEVm009723	ENSG00000132600
Dapma7bEVm009724	ENSG00000100889;ENSG00000124253
Dapma7bEVm009725	ENSG00000104892;ENSG00000126214;ENSG00000137171;ENSG00000174996
Dapma7bEVm009726	
Dapma7bEVm009727	ENSG00000125450
Dapma7bEVm009728	ENSG00000132437;ENSG00000140287
Dapma7bEVm009729	ENSG00000167107
Dapma7bEVm009730	
Dapma7bEVm009731	ENSG00000142973;ENSG00000162365;ENSG00000171903;ENSG00000171954;ENSG00000186115;ENSG00000186160;ENSG00000186204;ENSG00000186526;ENSG00000186529;ENSG00000187048
Dapma7bEVm009732	ENSG00000100652;ENSG00000125255;ENSG00000145248;ENSG00000145283
Dapma7bEVm009733	
Dapma7bEVm009734	ENSG00000119401
Dapma7bEVm009735	
Dapma7bEVm009736	ENSG00000125247;ENSG00000133687;ENSG00000139324;ENSG00000179104
Dapma7bEVm009737	ENSG00000025423;ENSG00000073737;ENSG00000086696;ENSG00000135437;ENSG00000139547;ENSG00000161267;ENSG00000170426;ENSG00000176387;ENSG00000275544
Dapma7bEVm009738	ENSG00000123444;ENSG00000182359
Dapma7bEVm009739	ENSG00000116017;ENSG00000179361;ENSG00000205143
Dapma7bEVm009740	
Dapma7bEVm009741	
Dapma7bEVm009742	
Dapma7bEVm009743	
Dapma7bEVm009744	
Dapma7bEVm009745	
Dapma7bEVm009746	ENSG00000074181;ENSG00000134250;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196
Dapma7bEVm009747	ENSG00000131503;ENSG00000132466
Dapma7bEVm009748	ENSG00000152223;ENSG00000197046
Dapma7bEVm009749	ENSG00000079691;ENSG00000159753;ENSG00000186648
Dapma7bEVm009750	ENSG00000198604
Dapma7bEVm009751	ENSG00000125676
Dapma7bEVm009752	ENSG00000132972
Dapma7bEVm009753	ENSG00000064393;ENSG00000110422;ENSG00000160396;ENSG00000163349
Dapma7bEVm009754	
Dapma7bEVm009755	ENSG00000138031
Dapma7bEVm009756	ENSG00000072657;ENSG00000138792;ENSG00000141279;ENSG00000166825;ENSG00000172901
Dapma7bEVm009757	
Dapma7bEVm009758	ENSG00000197157
Dapma7bEVm009759	ENSG00000066468;ENSG00000068078;ENSG00000077782;ENSG00000160867
Dapma7bEVm009760	ENSG00000059573
Dapma7bEVm009761	ENSG00000131941;ENSG00000158106
Dapma7bEVm009762	
Dapma7bEVm009763	ENSG00000076067;ENSG00000144642;ENSG00000153250
Dapma7bEVm009764	ENSG00000008853;ENSG00000072422
Dapma7bEVm009765	ENSG00000077380;ENSG00000158560
Dapma7bEVm009766	ENSG00000069667;ENSG00000143365
Dapma7bEVm009767	ENSG00000175066;ENSG00000196475;ENSG00000198814
Dapma7bEVm009768	ENSG00000100033;ENSG00000250799
Dapma7bEVm009769	ENSG00000070019;ENSG00000101890;ENSG00000132518;ENSG00000159899;ENSG00000169418
Dapma7bEVm009770	ENSG00000116786
Dapma7bEVm009771	ENSG00000077147;ENSG00000100926;ENSG00000101337;ENSG00000125304
Dapma7bEVm009772	ENSG00000092820;ENSG00000137710;ENSG00000147065;ENSG00000186575
Dapma7bEVm009773	ENSG00000161040;ENSG00000183580
Dapma7bEVm009774	ENSG00000063241;ENSG00000066583
Dapma7bEVm009775	
Dapma7bEVm009776	
Dapma7bEVm009777	ENSG00000068305;ENSG00000081189;ENSG00000116604;ENSG00000213999
Dapma7bEVm009778	
Dapma7bEVm009779	ENSG00000071626;ENSG00000135097;ENSG00000153944
Dapma7bEVm009780	
Dapma7bEVm009781	ENSG00000120053;ENSG00000125166;ENSG00000169154
Dapma7bEVm009782	ENSG00000140374
Dapma7bEVm009783	
Dapma7bEVm009784	
Dapma7bEVm009785	
Dapma7bEVm009786	ENSG00000054938;ENSG00000101938
Dapma7bEVm009787	
Dapma7bEVm009788	ENSG00000112062;ENSG00000156711;ENSG00000185386;ENSG00000188130
Dapma7bEVm009789	
Dapma7bEVm009790	
Dapma7bEVm009791	ENSG00000107537
Dapma7bEVm009792	ENSG00000131732;ENSG00000147905;ENSG00000169714;ENSG00000187969
Dapma7bEVm009793	ENSG00000176020
Dapma7bEVm009794	
Dapma7bEVm009795	ENSG00000092148;ENSG00000153827
Dapma7bEVm009796	ENSG00000130477;ENSG00000137766;ENSG00000198722
Dapma7bEVm009797	ENSG00000154237;ENSG00000188906
Dapma7bEVm009798	
Dapma7bEVm009799	ENSG00000100345;ENSG00000105357;ENSG00000133026;ENSG00000133392;ENSG00000276480
Dapma7bEVm009800	
Dapma7bEVm009801	ENSG00000174373;ENSG00000188559
Dapma7bEVm009802	
Dapma7bEVm009803	ENSG00000106804;ENSG00000126838;ENSG00000156535;ENSG00000166535;ENSG00000175899;ENSG00000206340;ENSG00000224389;ENSG00000227746;ENSG00000228267;ENSG00000228454;ENSG00000233312;ENSG00000236625;ENSG00000244207;ENSG00000244731
Dapma7bEVm009804	
Dapma7bEVm009805	ENSG00000103510;ENSG00000136504;ENSG00000172977
Dapma7bEVm009806	ENSG00000105664;ENSG00000113296;ENSG00000137801;ENSG00000169231;ENSG00000186340
Dapma7bEVm009807	
Dapma7bEVm009808	ENSG00000101210;ENSG00000156508
Dapma7bEVm009809	ENSG00000137288
Dapma7bEVm009810	ENSG00000131725
Dapma7bEVm009811	ENSG00000064419
Dapma7bEVm009812	ENSG00000014914;ENSG00000150712;ENSG00000166912;ENSG00000277086
Dapma7bEVm009813	ENSG00000120251;ENSG00000125675;ENSG00000152578;ENSG00000155511
Dapma7bEVm009814	
Dapma7bEVm009815	
Dapma7bEVm009816	ENSG00000105270;ENSG00000106665;ENSG00000115295;ENSG00000130779;ENSG00000135837
Dapma7bEVm009817	ENSG00000120948
Dapma7bEVm009818	
Dapma7bEVm009819	ENSG00000138801;ENSG00000198682
Dapma7bEVm009820	ENSG00000138801;ENSG00000198682
Dapma7bEVm009821	ENSG00000138079
Dapma7bEVm009822	ENSG00000110148;ENSG00000163394
Dapma7bEVm009823	ENSG00000007216;ENSG00000081800;ENSG00000141485;ENSG00000158296;ENSG00000164707
Dapma7bEVm009824	
Dapma7bEVm009825	ENSG00000106344
Dapma7bEVm009826	
Dapma7bEVm009827	ENSG00000071575;ENSG00000101255;ENSG00000173334;ENSG00000196182
Dapma7bEVm009828	ENSG00000120457;ENSG00000121361;ENSG00000123700;ENSG00000151704;ENSG00000153822;ENSG00000157542;ENSG00000157551;ENSG00000162728;ENSG00000162989;ENSG00000168135;ENSG00000174370;ENSG00000177807;ENSG00000182324;ENSG00000184185;ENSG00000187486;ENSG00000260458
Dapma7bEVm009829	ENSG00000111785;ENSG00000177963
Dapma7bEVm009830	
Dapma7bEVm009831	
Dapma7bEVm009832	ENSG00000059758;ENSG00000102225;ENSG00000117266
Dapma7bEVm009833	ENSG00000089280;ENSG00000182944;ENSG00000270647;ENSG00000276833
Dapma7bEVm009834	ENSG00000115593;ENSG00000143499;ENSG00000185420
Dapma7bEVm009835	ENSG00000101670;ENSG00000144837;ENSG00000163898;ENSG00000166035;ENSG00000175445;ENSG00000175535;ENSG00000187021;ENSG00000188992;ENSG00000203837;ENSG00000266200
Dapma7bEVm009836	ENSG00000113194
Dapma7bEVm009837	ENSG00000113492;ENSG00000164089;ENSG00000175309
Dapma7bEVm009838	
Dapma7bEVm009839	ENSG00000060566;ENSG00000107175;ENSG00000143578;ENSG00000157613;ENSG00000182158
Dapma7bEVm009840	ENSG00000141543;ENSG00000156976;ENSG00000161960
Dapma7bEVm009841	ENSG00000156873;ENSG00000164776
Dapma7bEVm009842	ENSG00000170209
Dapma7bEVm009843	ENSG00000164733
Dapma7bEVm009844	ENSG00000177156
Dapma7bEVm009845	ENSG00000088002;ENSG00000105398;ENSG00000109193;ENSG00000130540;ENSG00000138068;ENSG00000173597;ENSG00000196228;ENSG00000196502;ENSG00000197165;ENSG00000198075;ENSG00000198203;ENSG00000213648;ENSG00000261052
Dapma7bEVm009846	ENSG00000105379
Dapma7bEVm009847	
Dapma7bEVm009848	ENSG00000069849;ENSG00000101892;ENSG00000129244;ENSG00000143153
Dapma7bEVm009850	
Dapma7bEVm009851	ENSG00000148303;ENSG00000280858
Dapma7bEVm009852	ENSG00000151743
Dapma7bEVm009853	
Dapma7bEVm009854	
Dapma7bEVm009855	
Dapma7bEVm009856	
Dapma7bEVm009857	ENSG00000146215;ENSG00000182809;ENSG00000213145
Dapma7bEVm009858	
Dapma7bEVm009859	ENSG00000004399;ENSG00000076356;ENSG00000114554;ENSG00000130827;ENSG00000164050;ENSG00000196576;ENSG00000198753;ENSG00000221866
Dapma7bEVm009860	ENSG00000054690;ENSG00000152527;ENSG00000223658
Dapma7bEVm009861	
Dapma7bEVm009862	ENSG00000027644;ENSG00000140443;ENSG00000171105
Dapma7bEVm009863	ENSG00000027644;ENSG00000140443;ENSG00000171105
Dapma7bEVm009864	
Dapma7bEVm009865	
Dapma7bEVm009866	ENSG00000138759;ENSG00000150893;ENSG00000164946;ENSG00000183090
Dapma7bEVm009867	ENSG00000170471
Dapma7bEVm009868	ENSG00000189091
Dapma7bEVm009869	ENSG00000039560;ENSG00000089847;ENSG00000137831;ENSG00000198483
Dapma7bEVm009870	
Dapma7bEVm009871	ENSG00000050820;ENSG00000087589;ENSG00000100842;ENSG00000111859
Dapma7bEVm009872	
Dapma7bEVm009873	ENSG00000061918;ENSG00000152402;ENSG00000164116
Dapma7bEVm009874	ENSG00000077150;ENSG00000104856;ENSG00000109320;ENSG00000162924;ENSG00000173039
Dapma7bEVm009875	ENSG00000119946;ENSG00000148842;ENSG00000158158;ENSG00000168763
Dapma7bEVm009876	ENSG00000079335;ENSG00000081377
Dapma7bEVm009877	ENSG00000067048;ENSG00000152670;ENSG00000215301
Dapma7bEVm009878	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm009879	ENSG00000150764
Dapma7bEVm009880	ENSG00000137845;ENSG00000151694
Dapma7bEVm009881	
Dapma7bEVm009882	ENSG00000115419;ENSG00000135423
Dapma7bEVm009883	ENSG00000017797
Dapma7bEVm009884	ENSG00000112773;ENSG00000158246;ENSG00000174016;ENSG00000183508
Dapma7bEVm009885	ENSG00000096063;ENSG00000135250;ENSG00000184343
Dapma7bEVm009886	
Dapma7bEVm009887	ENSG00000141627
Dapma7bEVm009888	
Dapma7bEVm009889	ENSG00000063761;ENSG00000173137
Dapma7bEVm009890	
Dapma7bEVm009891	
Dapma7bEVm009892	ENSG00000108582;ENSG00000135678
Dapma7bEVm009893	
Dapma7bEVm009894	ENSG00000165102
Dapma7bEVm009895	ENSG00000042088
Dapma7bEVm009896	ENSG00000136856;ENSG00000146411;ENSG00000151229;ENSG00000160326;ENSG00000197496;ENSG00000281165
Dapma7bEVm009897	
Dapma7bEVm009898	ENSG00000087111
Dapma7bEVm009899	ENSG00000108582;ENSG00000135678
Dapma7bEVm009900	ENSG00000117143;ENSG00000197355
Dapma7bEVm009901	ENSG00000148110;ENSG00000156875
Dapma7bEVm009902	
Dapma7bEVm009903	ENSG00000140474
Dapma7bEVm009904	ENSG00000111897;ENSG00000132824;ENSG00000164300;ENSG00000168528;ENSG00000184716
Dapma7bEVm009905	
Dapma7bEVm009906	
Dapma7bEVm009907	ENSG00000143815;ENSG00000149809;ENSG00000172893
Dapma7bEVm009908	ENSG00000057608;ENSG00000203879
Dapma7bEVm009909	ENSG00000105355;ENSG00000147872;ENSG00000166819;ENSG00000214456
Dapma7bEVm009910	ENSG00000101958;ENSG00000109738;ENSG00000145451;ENSG00000145888;ENSG00000179363;ENSG00000188828
Dapma7bEVm009911	ENSG00000109107;ENSG00000136872;ENSG00000149925
Dapma7bEVm009912	ENSG00000122375
Dapma7bEVm009913	
Dapma7bEVm009914	
Dapma7bEVm009915	
Dapma7bEVm009916	
Dapma7bEVm009917	ENSG00000205758
Dapma7bEVm009918	ENSG00000067829;ENSG00000101365;ENSG00000166411
Dapma7bEVm009919	ENSG00000089157
Dapma7bEVm009920	
Dapma7bEVm009921	ENSG00000174444
Dapma7bEVm009922	ENSG00000104267;ENSG00000164879;ENSG00000168748;ENSG00000169239;ENSG00000174990;ENSG00000178538;ENSG00000185015
Dapma7bEVm009923	ENSG00000039987;ENSG00000127325;ENSG00000142959;ENSG00000167995
Dapma7bEVm009924	
Dapma7bEVm009925	
Dapma7bEVm009926	ENSG00000067221;ENSG00000116218;ENSG00000133115;ENSG00000148175
Dapma7bEVm009927	ENSG00000146938;ENSG00000165246;ENSG00000169760;ENSG00000169992;ENSG00000196338;ENSG00000283859
Dapma7bEVm009928	ENSG00000096006;ENSG00000101074;ENSG00000103196;ENSG00000121005;ENSG00000124490;ENSG00000124812;ENSG00000137558;ENSG00000139278;ENSG00000140839;ENSG00000157322;ENSG00000157335;ENSG00000164530;ENSG00000173401;ENSG00000180481
Dapma7bEVm009929	
Dapma7bEVm009930	ENSG00000125691
Dapma7bEVm009931	
Dapma7bEVm009932	
Dapma7bEVm009933	
Dapma7bEVm009934	
Dapma7bEVm009935	
Dapma7bEVm009936	
Dapma7bEVm009937	
Dapma7bEVm009938	ENSG00000184983;ENSG00000272765;ENSG00000273397;ENSG00000277365;ENSG00000281013
Dapma7bEVm009939	ENSG00000122694
Dapma7bEVm009940	
Dapma7bEVm009941	
Dapma7bEVm009942	
Dapma7bEVm009943	
Dapma7bEVm009944	ENSG00000176225
Dapma7bEVm009945	ENSG00000112379
Dapma7bEVm009946	ENSG00000196586
Dapma7bEVm009947	ENSG00000064651;ENSG00000070915;ENSG00000074803
Dapma7bEVm009948	ENSG00000102038;ENSG00000153147
Dapma7bEVm009949	ENSG00000100678;ENSG00000118160;ENSG00000183023
Dapma7bEVm009950	ENSG00000112701;ENSG00000138468
Dapma7bEVm009951	
Dapma7bEVm009952	ENSG00000115705;ENSG00000277603
Dapma7bEVm009953	
Dapma7bEVm009954	ENSG00000113430;ENSG00000159387;ENSG00000170549;ENSG00000177508
Dapma7bEVm009955	ENSG00000064655;ENSG00000104313;ENSG00000112319;ENSG00000158161
Dapma7bEVm009956	
Dapma7bEVm009957	
Dapma7bEVm009958	ENSG00000118777;ENSG00000138075;ENSG00000143921
Dapma7bEVm009959	ENSG00000118777;ENSG00000138075;ENSG00000143921
Dapma7bEVm009960	ENSG00000109971;ENSG00000126803;ENSG00000173110;ENSG00000204388;ENSG00000204389;ENSG00000204390;ENSG00000206383;ENSG00000212866;ENSG00000215328;ENSG00000224501;ENSG00000226704;ENSG00000231555;ENSG00000232804;ENSG00000234258;ENSG00000234475;ENSG00000235941;ENSG00000236251;ENSG00000237724
Dapma7bEVm009961	ENSG00000198901
Dapma7bEVm009962	ENSG00000149476
Dapma7bEVm009963	ENSG00000111641;ENSG00000241058
Dapma7bEVm009964	ENSG00000101670;ENSG00000144837;ENSG00000163898;ENSG00000166035;ENSG00000175445;ENSG00000175535;ENSG00000187021;ENSG00000188992;ENSG00000203837;ENSG00000266200
Dapma7bEVm009965	ENSG00000101670;ENSG00000144837;ENSG00000163898;ENSG00000166035;ENSG00000175445;ENSG00000175535;ENSG00000187021;ENSG00000188992;ENSG00000203837;ENSG00000266200
Dapma7bEVm009966	ENSG00000090097;ENSG00000169564;ENSG00000197111
Dapma7bEVm009967	ENSG00000164163
Dapma7bEVm009968	
Dapma7bEVm009969	ENSG00000086544;ENSG00000137825;ENSG00000143772
Dapma7bEVm009970	ENSG00000125247;ENSG00000133687;ENSG00000139324;ENSG00000179104
Dapma7bEVm009971	ENSG00000152234
Dapma7bEVm009972	
Dapma7bEVm009974	
Dapma7bEVm009975	ENSG00000100266;ENSG00000124507;ENSG00000165912
Dapma7bEVm009976	ENSG00000119899
Dapma7bEVm009977	
Dapma7bEVm009978	
Dapma7bEVm009979	ENSG00000075886;ENSG00000123416;ENSG00000127824;ENSG00000152086;ENSG00000167552;ENSG00000167553;ENSG00000178462;ENSG00000183785;ENSG00000198033
Dapma7bEVm009980	
Dapma7bEVm009982	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm009983	ENSG00000168152
Dapma7bEVm009984	ENSG00000080618;ENSG00000091704;ENSG00000128510;ENSG00000144410;ENSG00000153002;ENSG00000158516;ENSG00000158525;ENSG00000163751;ENSG00000165078
Dapma7bEVm009985	ENSG00000132591
Dapma7bEVm009986	ENSG00000090061
Dapma7bEVm009987	ENSG00000146070;ENSG00000158006
Dapma7bEVm009988	ENSG00000165188;ENSG00000233198;ENSG00000237330;ENSG00000269855
Dapma7bEVm009989	ENSG00000120500;ENSG00000130561;ENSG00000137486;ENSG00000141480;ENSG00000281857
Dapma7bEVm009990	ENSG00000188886
Dapma7bEVm009991	ENSG00000100003;ENSG00000100012;ENSG00000133488;ENSG00000214491
Dapma7bEVm009992	
Dapma7bEVm009993	ENSG00000139637
Dapma7bEVm009994	ENSG00000196700;ENSG00000243943
Dapma7bEVm009995	ENSG00000170889;ENSG00000274005;ENSG00000274626;ENSG00000274646;ENSG00000274950;ENSG00000275323;ENSG00000277079;ENSG00000277359;ENSG00000278081;ENSG00000278270
Dapma7bEVm009996	ENSG00000141086;ENSG00000168925;ENSG00000168928
Dapma7bEVm009997	
Dapma7bEVm009998	ENSG00000102743;ENSG00000120329
Dapma7bEVm009999	
Dapma7bEVm010000	
Dapma7bEVm010001	ENSG00000037241;ENSG00000161970
Dapma7bEVm010002	ENSG00000156869
Dapma7bEVm010003	ENSG00000265808
Dapma7bEVm010004	ENSG00000142676
Dapma7bEVm010005	ENSG00000162517;ENSG00000249915
Dapma7bEVm010006	ENSG00000112081;ENSG00000115875
Dapma7bEVm010007	ENSG00000071082
Dapma7bEVm010008	
Dapma7bEVm010009	
Dapma7bEVm010010	ENSG00000142534
Dapma7bEVm010011	ENSG00000172824;ENSG00000198848;ENSG00000262243
Dapma7bEVm010012	
Dapma7bEVm010013	ENSG00000074181;ENSG00000134250;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196
Dapma7bEVm010014	ENSG00000055917;ENSG00000134644
Dapma7bEVm010015	
Dapma7bEVm010016	
Dapma7bEVm010017	
Dapma7bEVm010018	ENSG00000135299
Dapma7bEVm010019	ENSG00000150275
Dapma7bEVm010020	
Dapma7bEVm010021	
Dapma7bEVm010022	
Dapma7bEVm010023	
Dapma7bEVm010024	
Dapma7bEVm010025	ENSG00000188352
Dapma7bEVm010026	
Dapma7bEVm010027	
Dapma7bEVm010028	ENSG00000138669;ENSG00000185532
Dapma7bEVm010029	ENSG00000150961;ENSG00000176986
Dapma7bEVm010030	
Dapma7bEVm010031	ENSG00000163982;ENSG00000182938;ENSG00000183034
Dapma7bEVm010032	ENSG00000051009;ENSG00000164142
Dapma7bEVm010033	ENSG00000136010;ENSG00000144908
Dapma7bEVm010034	
Dapma7bEVm010035	
Dapma7bEVm010036	ENSG00000087087
Dapma7bEVm010037	ENSG00000078098;ENSG00000197635
Dapma7bEVm010038	ENSG00000009844
Dapma7bEVm010039	ENSG00000082898;ENSG00000124571
Dapma7bEVm010040	ENSG00000105737;ENSG00000149403;ENSG00000163873;ENSG00000164418;ENSG00000171189
Dapma7bEVm010041	ENSG00000134780;ENSG00000164535
Dapma7bEVm010042	ENSG00000188611;ENSG00000204147
Dapma7bEVm010044	
Dapma7bEVm010045	ENSG00000018280;ENSG00000110911
Dapma7bEVm010046	ENSG00000135108
Dapma7bEVm010047	
Dapma7bEVm010048	
Dapma7bEVm010049	ENSG00000120594;ENSG00000161381
Dapma7bEVm010050	ENSG00000169660
Dapma7bEVm010051	ENSG00000101144;ENSG00000112175;ENSG00000116985;ENSG00000153162;ENSG00000183682
Dapma7bEVm010052	ENSG00000021488;ENSG00000164893
Dapma7bEVm010053	ENSG00000125354;ENSG00000138758;ENSG00000154997;ENSG00000164402;ENSG00000186522
Dapma7bEVm010054	ENSG00000068394
Dapma7bEVm010055	
Dapma7bEVm010056	ENSG00000145220
Dapma7bEVm010057	
Dapma7bEVm010058	
Dapma7bEVm010059	
Dapma7bEVm010060	ENSG00000082701;ENSG00000105723
Dapma7bEVm010061	
Dapma7bEVm010062	ENSG00000112276;ENSG00000121577;ENSG00000132429
Dapma7bEVm010063	ENSG00000233436
Dapma7bEVm010064	
Dapma7bEVm010065	ENSG00000105419;ENSG00000134138;ENSG00000143995
Dapma7bEVm010066	ENSG00000103811
Dapma7bEVm010067	ENSG00000100003;ENSG00000100012;ENSG00000133488;ENSG00000214491
Dapma7bEVm010068	ENSG00000107021
Dapma7bEVm010069	ENSG00000134480
Dapma7bEVm010070	ENSG00000126733;ENSG00000276644
Dapma7bEVm010071	
Dapma7bEVm010072	
Dapma7bEVm010073	ENSG00000103811
Dapma7bEVm010074	ENSG00000198805
Dapma7bEVm010075	ENSG00000111716;ENSG00000134333;ENSG00000166796;ENSG00000166800;ENSG00000171989
Dapma7bEVm010076	
Dapma7bEVm010077	ENSG00000182307;ENSG00000254656
Dapma7bEVm010078	ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793;ENSG00000274474
Dapma7bEVm010079	ENSG00000145220
Dapma7bEVm010080	
Dapma7bEVm010081	ENSG00000112183;ENSG00000132819
Dapma7bEVm010082	
Dapma7bEVm010083	ENSG00000008283;ENSG00000071967;ENSG00000162144
Dapma7bEVm010084	
Dapma7bEVm010085	
Dapma7bEVm010086	
Dapma7bEVm010087	
Dapma7bEVm010088	
Dapma7bEVm010089	
Dapma7bEVm010090	
Dapma7bEVm010091	ENSG00000155858
Dapma7bEVm010092	
Dapma7bEVm010093	
Dapma7bEVm010094	
Dapma7bEVm010095	
Dapma7bEVm010096	
Dapma7bEVm010097	ENSG00000178741
Dapma7bEVm010098	
Dapma7bEVm010099	
Dapma7bEVm010100	
Dapma7bEVm010101	
Dapma7bEVm010102	
Dapma7bEVm010103	ENSG00000114374;ENSG00000124486;ENSG00000162402
Dapma7bEVm010104	ENSG00000134376;ENSG00000148204
Dapma7bEVm010105	
Dapma7bEVm010106	
Dapma7bEVm010107	ENSG00000003436;ENSG00000105825
Dapma7bEVm010108	ENSG00000051382;ENSG00000105851;ENSG00000121879;ENSG00000171608
Dapma7bEVm010109	ENSG00000072071;ENSG00000111452;ENSG00000117114;ENSG00000150471;ENSG00000162618;ENSG00000180264
Dapma7bEVm010110	ENSG00000115705;ENSG00000277603
Dapma7bEVm010111	ENSG00000076864;ENSG00000132359
Dapma7bEVm010112	ENSG00000165186;ENSG00000182077;ENSG00000244694;ENSG00000276595
Dapma7bEVm010113	
Dapma7bEVm010114	
Dapma7bEVm010115	ENSG00000090857;ENSG00000123453;ENSG00000132837
Dapma7bEVm010116	
Dapma7bEVm010117	ENSG00000122965
Dapma7bEVm010118	ENSG00000125207;ENSG00000134627;ENSG00000184571;ENSG00000197181;ENSG00000275051
Dapma7bEVm010119	ENSG00000143748;ENSG00000145375;ENSG00000165280;ENSG00000171763
Dapma7bEVm010120	ENSG00000143344;ENSG00000159496;ENSG00000160271;ENSG00000205517;ENSG00000206282;ENSG00000224841;ENSG00000228736;ENSG00000237441;ENSG00000237825
Dapma7bEVm010121	ENSG00000089048
Dapma7bEVm010123	ENSG00000154710;ENSG00000284461
Dapma7bEVm010124	ENSG00000185359
Dapma7bEVm010125	ENSG00000163053;ENSG00000165449;ENSG00000168679;ENSG00000174327
Dapma7bEVm010126	ENSG00000118777;ENSG00000138075;ENSG00000143921
Dapma7bEVm010127	ENSG00000110786;ENSG00000143851;ENSG00000153233
Dapma7bEVm010128	
Dapma7bEVm010129	
Dapma7bEVm010130	
